schid,c0110,c0112,c0114,c0116,c0120,c0122,c0124,c0126,c0128,c0130,c0132,c0134,c0136,c0138,c0140,c0141,c0142,c0143,c0144,c0146,c0148,c0150,c0152,c0154,c0156,c0158,c0160,c0162,c0164,c0166,c0168,c0169,c0170,c0171,c0172,c0173,c0174,c0176,c0178,c0180,c0182,c0184,c0186,c0188,c0190,c0192,c0194,c0196,c0198,c0200,c0202,c0204,c0206,c0208,c0210,c0212,c0214,c0216,c0218,c0220,c0222,c0224,c0226,c0228,c0230,c0244,c0246,c0248,c0250,c0252,c0254,c0256,c0258,c0260,c0262,c0264,c0266,c0268,c0270,c0272,c0274,c0276,c0280,c0282,c0284,c0286,c0288,c0290,c0292,c0294,c0296,c0298,c0300,c0302,c0304,c0306,c0308,c0374,c0376,c0378,c0380,c0382,c0384,c0386,c0388,c0390,c0392,c0394,c0396,c0398,c0400,c0402,c0404,c0406,c0408,c0410,c0412,c0414,c0416,c0418,c0420,c0422,c0424,c0426,c0428,c0430,c0432,c0434,c0436,c0438,c0440,c0442,c0444,c0446,c0448,c0450,c0452,c0454,c0456,c0508,c0510,c0512,c0514,c0516,c0518,c0520,c0526,c0528,c0532,c0534,c0536,c0538,c0540_r,c0542_r,c0544_r,c0546_r,c0556_r,c0558_r,c0560,c0562,c0568,c0570,c0572,crisis08,distot08,incid08,incpol08,othact08,outsus08,probwk08,removl08,stuoff08,svinc08,svpol08,transf08,vioinc08,viopol08,disfire08,disweap08,disdrug08,disalc08,disatt08,disins08,ganghate,disrupt,fr_catmn,fr_lvel,fr_size,fr_urban
108,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,3,5,3,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,3,2,2,3,2,2,3,2,3,3,2,2,4,4,4,4,5,4,4,5,1,2,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,2,1,1,2,-1,0,0,0,0,0,0,3,5,9,5,40,80,6,11,0,10,0,4,0,4,3,96,148,142,7,42,50,18,7,32,0,0,39,0,0,3,34,5,0,1,9,2,30,0,0,1,3,2,4,1
110,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,4,4,3,1,1,1,2,1,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,2,3,2,3,3,2,3,2,3,3,2,1,2,2,2,2,5,1,5,4,5,4,5,5,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,0,0,0,0,0,0,0,10,10,18,50,70,0,2,0,7,3,3,1,3,3,100,65,58,7,10,51,2,10,0,1,0,10,1,1,0,26,1,0,0,0,0,10,0,0,0,4,1,3,1
111,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,2,2,1,1,1,2,2,1,1,1,1,1,4,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,3,2,3,3,3,3,2,2,3,1,1,1,2,2,4,4,4,4,5,4,5,5,2,-1,1,2,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,2,2,-1,1,1,1,1,1,1,2,-1,52,0,0,2,50,0,1,3,14,12,88,88,6,14,1,15,1,6,0,3,3,96,110,115,5,82,40,38,63,18,0,0,83,0,0,1,18,16,0,1,11,2,16,52,0,0,2,3,4,2
112,1,1,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,2,2,1,2,4,4,3,2,1,2,2,1,1,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,1,2,2,2,2,2,3,3,3,2,3,2,3,3,2,2,3,2,3,4,5,4,4,5,1,2,1,2,2,-1,2,-1,2,-1,1,2,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,12,0,0,0,12,0,0,3,10,10,30,45,6,3,0,3,2,1,2,3,3,92,34,18,6,33,37,3,33,0,1,0,33,1,0,0,28,0,0,0,0,0,21,12,0,0,2,1,3,4
113,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,2,3,3,3,3,2,2,3,1,3,3,1,2,3,2,2,5,4,4,4,5,4,5,5,1,2,1,2,1,1,1,1,1,1,1,2,2,-1,2,-1,1,1,1,1,2,-1,1,1,2,-1,1,2,1,1,1,1,2,-1,137,0,0,0,137,0,5,0,9,15,25,25,4,3,0,0,0,2,0,2,3,87,58,62,7,156,20,2,147,7,0,0,148,0,0,2,15,0,0,0,4,10,5,137,0,0,1,3,2,4
114,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,3,2,2,1,1,2,2,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,3,3,3,3,2,3,2,1,3,3,2,2,2,2,2,5,4,4,4,4,4,5,5,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,15,0,0,0,15,0,0,0,6,4,85,90,3,3,0,2,0,1,0,3,3,96,8,3,6,16,32,5,15,1,0,0,16,1,0,0,1,0,0,0,1,0,0,15,0,1,1,3,2,4
115,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,3,2,2,1,3,3,2,2,2,2,2,5,3,4,2,5,2,4,5,1,1,1,1,2,-1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,100,0,0,0,100,31,0,0,22,20,30,50,6,18,4,10,0,4,1,1,2,89,250,270,8,131,37,15,100,0,2,31,132,0,0,0,26,5,0,0,4,0,27,100,0,0,3,3,4,1
117,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,2,2,-1,2,1,1,1,1,2,1,1,1,2,2,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,3,2,2,2,2,1,2,2,2,2,2,2,4,2,3,4,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,146,0,0,14,121,1,1,5,13,15,50,40,4,6,0,6,0,2,0,3,3,93,60,48,3,152,43,27,130,20,1,1,163,0,0,1,12,12,0,0,4,1,12,135,0,0,3,2,3,1
118,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,3,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,3,3,3,2,2,3,3,1,2,3,2,2,4,4,4,4,4,4,4,5,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,2,6,0,0,0,6,5,34,5,11,70,50,85,6,7,0,4,0,4,0,4,2,85,53,154,6,246,249,12,236,0,0,5,246,0,0,5,240,10,0,0,0,0,240,6,0,0,4,2,4,2
119,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,-1,1,1,1,1,1,1,2,2,2,-1,2,1,1,1,1,1,2,1,2,2,2,2,4,4,2,1,1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,2,2,3,2,3,2,2,3,2,2,2,2,2,2,4,4,5,4,5,4,5,5,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,-1,1,2,1,2,1,1,1,2,82,0,0,0,82,0,0,2,15,15,20,20,3,8,0,11,0,2,1,3,3,91,135,34,3,120,110,0,120,0,0,0,120,0,0,0,108,0,0,0,0,0,38,82,0,0,3,1,2,2
120,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,2,2,2,3,3,2,2,3,3,1,2,3,3,3,3,2,2,4,3,4,2,2,3,5,5,1,2,1,2,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,23,0,0,5,18,0,1,0,28,28,20,20,6,4,0,5,0,3,1,3,3,91,17,40,6,35,25,21,18,16,2,0,35,0,0,1,13,12,0,0,2,0,10,23,0,0,1,3,2,4
121,1,1,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,2,-1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,2,3,2,2,2,2,2,2,3,3,3,2,2,4,4,4,4,4,3,4,4,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,10,0,0,5,5,0,110,5,4,5,75,50,5,2,0,3,0,7,0,2,2,98,50,598,6,230,390,65,105,15,0,0,220,0,0,110,300,30,0,0,10,10,200,10,0,19,4,3,4,1
123,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,1,2,-1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,2,3,5,4,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,3,3,3,3,3,2,2,3,3,3,3,2,2,4,4,4,3,4,2,4,5,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,95,0,0,0,95,0,5,2,10,5,80,90,4,8,0,11,0,11 or more,0,4,3,94,84,140,5,130,72,9,95,30,1,0,125,0,0,5,24,0,0,9,6,2,18,95,0,2,3,3,4,2
125,1,1,1,2,2,1,2,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,4,3,3,4,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,4,4,4,4,5,5,5,5,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,15,0,0,0,15,0,2,1,12,5,95,90,8,23,0,13,0,11 or more,0,3,3,95,30,39,7,36,53,53,34,0,0,0,36,0,0,2,11,11,0,1,10,1,9,15,0,1,3,3,4,2
126,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,-1,1,1,2,-1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,2,1,2,3,3,3,2,1,1,1,1,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,2,3,3,3,3,2,3,3,3,2,3,2,2,3,2,2,4,3,4,4,4,5,5,5,1,2,1,2,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,1,1,60,0,0,0,60,0,5,5,11,10,65,80,5,10,0,12,0,5,0,3,3,86,23,34,3,80,59,27,60,19,0,0,79,0,0,1,26,9,0,2,9,0,9,60,0,0,2,3,3,3
127,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2,1,2,-1,1,1,1,1,2,-1,1,2,2,-1,1,1,1,1,1,1,2,1,1,2,2,2,4,4,3,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,3,3,2,2,2,2,2,2,2,2,3,3,3,2,2,4,1,3,3,5,1,4,5,2,-1,1,2,1,2,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,6,0,0,0,6,0,0,1,10,8,85,85,5,5,0,8,0,2,0,3,3,5,28,7,4,11,14,5,10,1,2,0,11,0,0,0,9,3,0,0,0,0,5,6,1,1,1,2,3,2
128,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,-1,1,1,2,-1,1,1,2,1,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,3,3,3,2,3,3,2,3,3,3,3,3,2,2,4,4,4,5,5,5,5,5,2,-1,2,-1,1,2,2,-1,1,2,2,-1,1,2,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,4,0,0,0,8,0,0,6,14,0,45,50,9,2,0,2,2,1,1,3,3,96,15,8,3,11,8,1,11,0,0,0,7,0,0,0,7,0,0,0,0,0,3,8,0,1,3,2,1,4
129,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,3,4,4,5,4,5,5,1,2,1,2,1,1,2,-1,1,1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,5,0,4,0,1,0,15,0,17,5,50,75,8,2,0,1,0,1,0,3,3,95,15,48,7,23,20,5,11,1,0,0,23,0,0,11,18,4,0,0,0,0,18,5,0,0,2,2,1,2
130,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,3,3,2,1,2,1,1,1,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,2,2,3,3,3,3,3,3,3,2,2,3,2,3,3,2,2,4,4,4,4,5,4,5,5,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,26,0,0,0,26,0,1,17,13,20,20,30,7,2,1,3,0,1,0,3,3,93,45,40,5,40,14,0,40,0,0,0,40,0,0,0,14,0,0,0,0,0,14,26,0,0,3,2,2,3
133,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,2,-1,1,2,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,3,1,2,3,2,2,3,2,2,3,2,3,2,2,2,4,3,4,4,4,4,4,5,2,-1,1,1,1,1,1,2,2,-1,1,1,2,-1,1,1,1,1,1,1,1,2,2,-1,2,-1,2,-1,1,1,1,1,2,-1,60,0,0,0,55,0,6,11,9,10,50,65,9,8,0,17,0,5,0,2,2,95,47,43,5,88,21,1,75,7,0,0,93,0,0,6,20,0,0,1,0,0,32,55,0,0,3,2,3,3
134,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,2,1,1,1,1,2,1,2,1,1,2,2,4,3,3,2,1,2,2,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,3,2,2,2,3,1,2,2,2,2,4,2,3,4,4,2,4,5,1,2,2,-1,1,1,1,2,1,1,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,30,0,2,2,28,0,6,5,9,10,60,70,6,6,0,6,0,3,0,3,3,95,93,49,5,52,12,6,28,18,2,0,46,0,0,6,9,4,0,0,1,0,19,32,0,1,3,2,4,2
135,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,4,4,3,1,2,2,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,1,2,3,2,3,3,1,3,3,2,2,2,2,2,4,1,2,4,4,4,5,5,1,2,1,2,1,1,1,2,1,1,1,1,2,-1,1,1,1,1,1,1,1,2,1,1,2,-1,2,-1,1,1,1,1,1,2,200,0,0,0,200,0,1,7,15,50,20,30,5,9,0,10,0,1,1,3,3,95,50,50,8,210,60,5,210,0,2,0,210,0,0,0,40,0,0,0,0,0,10,200,0,0,2,2,4,3
136,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2,-1,1,1,1,2,1,2,2,2,2,-1,2,1,2,2,2,1,2,2,2,2,2,2,1,3,2,3,2,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,3,2,2,3,3,3,2,2,3,3,3,2,2,4,4,4,4,5,4,5,5,1,2,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,30,0,6,2,22,0,8,1,25,8,65,70,8,4,0,1,0,2,0,3,3,80,21,10,3,38,31,9,22,8,0,0,38,0,0,8,18,5,0,0,0,2,6,30,0,0,2,3,3,3
137,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,1,2,1,1,2,1,1,2,-1,1,2,2,2,2,-1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,2,3,3,3,3,3,3,3,2,2,2,2,2,4,2,4,4,4,5,3,5,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,300,0,10,140,150,0,39,30,15,30,30,60,8,4,0,1,0,1,0,2,3,97,31,64,3,335,28,20,150,155,1,0,335,0,0,30,8,0,0,0,5,0,30,300,0,0,4,2,2,1
138,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,2,-1,1,2,1,2,1,-1,2,1,2,1,2,1,1,1,2,2,2,2,3,3,4,2,2,1,2,2,1,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,1,3,1,2,2,1,3,2,1,2,2,1,1,1,2,2,4,2,5,4,5,4,5,5,2,-1,1,2,1,1,1,2,2,-1,2,-1,2,-1,2,-1,1,1,1,1,1,2,1,1,2,-1,1,1,1,1,1,1,1,1,15,0,1,0,0,0,1,1,27,15,60,75,8,5,0,2,0,0,1,3,3,96,10,6,5,1,6,1,0,0,1,0,17,0,0,1,2,0,0,0,0,0,0,1,0,0,2,4,1,4
139,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,5,5,5,5,5,5,2,-1,1,2,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,7,0,0,0,2,0,0,6,8,15,80,90,3,4,0,4,0,1,1,3,3,98,45,30,8,2,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,2,0,3,1,2,2
141,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,2,2,2,3,3,3,4,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,5,0,5,5,5,0,40,0,25,10,10,50,2,2,2,1,1,2,2,3,2,90,15,206,8,28,64,62,6,11,3,0,11,21,19,11,34,32,0,0,3,0,10,15,2,0,1,3,1,4
142,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,1,2,1,2,1,2,2,4,4,4,3,2,1,2,1,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,2,2,3,1,3,3,3,3,3,2,3,3,1,3,3,2,2,4,4,5,5,5,5,5,5,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,0,0,0,0,0,0,0,8,13,10,75,95,4,3,2,6,2,1,0,3,3,95,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,2
145,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,2,-1,2,2,2,1,1,2,1,1,2,1,1,2,3,3,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2,1,3,2,3,3,2,2,4,4,4,3,4,3,4,5,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,1,1,1,1,59,0,4,5,50,0,19,2,21,4,82,89,7,12,2,12,0,7,2,2,3,94,31,103,5,109,132,87,69,24,0,0,109,14,14,16,65,22,0,0,6,3,41,59,0,0,3,3,4,1
146,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,4,4,4,4,1,1,1,1,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,5,4,5,4,5,4,5,5,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,2,2,-1,2,-1,2,-1,1,1,2,-1,4,0,0,0,4,0,0,17,12,3,85,90,4,4,0,3,6,0,1,3,3,96,28,12,8,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,3,2
148,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,-1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,4,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,3,2,2,2,2,2,2,3,1,2,2,2,2,4,3,4,4,5,3,4,5,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,75,0,0,8,67,6,4,3,6,10,80,85,5,5,0,2,0,3,0,4,3,93,77,92,6,86,15,13,67,13,0,4,86,0,0,2,5,3,0,1,2,0,8,75,0,0,3,3,3,4
