schid,c0014_r,c0016_r,c0110,c0112,c0114,c0116,c0120,c0122,c0124,c0126,c0128,c0130,c0132,c0134,c0136,c0138,c0140,c0141,c0142,c0143,c0144,c0146,c0148,c0150,c0152,c0154,c0156,c0158,c0160,c0162,c0164,c0166,c0168,c0169,c0170,c0171,c0172,c0173,c0174,c0176,c0178,c0180,c0182,c0184,c0186,c0188,c0190,c0192,c0194,c0196,c0198,c0200,c0202,c0204,c0206,c0208,c0210,c0212,c0214,c0216,c0218,c0220,c0222,c0224,c0226,c0228,c0230,c0244,c0246,c0248,c0250,c0252,c0254,c0256,c0258,c0260,c0262,c0264,c0266,c0268,c0270,c0272,c0274,c0276,c0280,c0282,c0284,c0286,c0288,c0290,c0292,c0294,c0296,c0298,c0300,c0302,c0304,c0306,c0308,c0374,c0376,c0378,c0380,c0382,c0384,c0386,c0388,c0390,c0392,c0394,c0396,c0398,c0400,c0402,c0404,c0406,c0408,c0410,c0412,c0414,c0416,c0418,c0420,c0422,c0424,c0426,c0428,c0430,c0432,c0434,c0436,c0438,c0440,c0442,c0444,c0446,c0448,c0450,c0452,c0454,c0456,c0508,c0510,c0512,c0514,c0516,c0518,c0520,c0526,c0528,c0532,c0534,c0536,c0538,c0540_r,c0542_r,c0544_r,c0546_r,c0556_r,c0558_r,c0560,c0562,c0568,c0570,c0572,c0578,c0578_dd,c0578_mm,c0578_yy,c0580,crisis08,distot08,incid08,incpol08,othact08,outsus08,probwk08,removl08,strata,stuoff08,svinc08,svpol08,transf08,vioinc08,viopol08,disfire08,disweap08,disdrug08,disalc08,disatt08,disins08,ganghate,disrupt,sec_ft,sec_pt,fr_catmn,fr_lvel,fr_size,fr_urban,finalwgt,repwgt1,repwgt2,repwgt3,repwgt4,repwgt5,repwgt6,repwgt7,repwgt8,repwgt9,repwgt10,repwgt11,repwgt12,repwgt13,repwgt14,repwgt15,repwgt16,repwgt17,repwgt18,repwgt19,repwgt20,repwgt21,repwgt22,repwgt23,repwgt24,repwgt25,repwgt26,repwgt27,repwgt28,repwgt29,repwgt30,repwgt31,repwgt32,repwgt33,repwgt34,repwgt35,repwgt36,repwgt37,repwgt38,repwgt39,repwgt40,repwgt41,repwgt42,repwgt43,repwgt44,repwgt45,repwgt46,repwgt47,repwgt48,repwgt49,repwgt50,ic0110,ic0112,ic0114,ic0116,ic0120,ic0122,ic0124,ic0126,ic0128,ic0130,ic0132,ic0134,ic0136,ic0138,ic0140,ic0141,ic0142,ic0143,ic0144,ic0146,ic0148,ic0150,ic0152,ic0154,ic0156,ic0158,ic0160,ic0162,ic0164,ic0166,ic0168,ic0169,ic0170,ic0171,ic0172,ic0173,ic0174,ic0176,ic0178,ic0180,ic0182,ic0184,ic0186,ic0188,ic0190,ic0192,ic0194,ic0196,ic0198,ic0200,ic0202,ic0204,ic0206,ic0208,ic0210,ic0212,ic0214,ic0216,ic0218,ic0220,ic0222,ic0224,ic0226,ic0228,ic0230,ic0244,ic0246,ic0248,ic0250,ic0252,ic0254,ic0256,ic0258,ic0260,ic0262,ic0264,ic0266,ic0268,ic0270,ic0272,ic0274,ic0276,ic0280,ic0282,ic0284,ic0286,ic0288,ic0290,ic0292,ic0294,ic0296,ic0298,ic0300,ic0302,ic0304,ic0306,ic0308,ic0374,ic0376,ic0378,ic0380,ic0382,ic0384,ic0386,ic0388,ic0390,ic0392,ic0394,ic0396,ic0398,ic0400,ic0402,ic0404,ic0406,ic0408,ic0410,ic0412,ic0414,ic0416,ic0418,ic0420,ic0422,ic0424,ic0426,ic0428,ic0430,ic0432,ic0434,ic0436,ic0438,ic0440,ic0442,ic0444,ic0446,ic0448,ic0450,ic0452,ic0454,ic0456,ic0508,ic0510,ic0512,ic0514,ic0516,ic0518,ic0520,ic0526,ic0528,ic0532,ic0534,ic0536,ic0538,ic0540,ic0542,ic0544,ic0546,ic0556,ic0558,ic0560,ic0562,ic0568,ic0570,ic0572
1505,1,10,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,-1,1,1,2,-1,1,1,2,2,1,-1,2,1,1,2,1,1,1,1,2,2,2,2,4,4,4,4,1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,5,5,5,5,5,5,1,2,2,-1,2,-1,1,2,1,2,1,2,2,-1,1,2,2,-1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,0,0,0,0,0,0,0,1,30,40,75,85,2,1,3,0,3,0,0,3,3,99,8,14,2282008,28,2,2008,33,3,0,2,2,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,2,88.79341,91.36111,89.61496,90.92863,91.17063,90.82571,91.48593,90.19003,89.6204,91.73634,89.95462,91.06374,91.1759,90.15882,90.93214,91.34321,90.27484,90.78789,91.2524,89.75195,90.63361,90.94255,90.47129,91.21923,90.72923,91.40683,90.77777,91.16978,91.28626,89.75499,90.17427,89.75117,91.43229,90.97426,0,90.7269,90.56136,90.9701,90.41655,91.40263,88.64844,90.33868,90.85064,91.12067,90.70523,89.92446,90.49617,90.05344,88.88917,91.27022,89.93902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,1,5,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,4,4,3,2,2,1,2,1,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,5,4,5,5,5,4,5,5,2,-1,2,-1,1,1,2,-1,1,2,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,2,-1,1,1,2,-1,2,0,1,0,0,0,1,0,1,0,77,99,6,7,2,12,2,0,3,3,3,96,79,43,3062008,6,3,2008,100,7,139,404,2,138,0,0,0,134,140,0,0,1,401,0,0,0,0,0,138,1,0,0,-1,-1,3,1,3,4,61.35466,62.33491,62.89167,62.06528,62.21723,63.23393,62.39663,62.85983,62.53266,61.15243,62.98248,62.51326,62.76856,62.59294,61.72828,61.61475,63.25516,62.81892,0,62.00479,62.22055,61.91835,62.68197,62.23591,62.86531,62.39584,62.85477,62.47271,63.53839,63.46934,62.83421,63.42096,62.22181,62.64034,62.97266,63.45384,61.49171,62.26209,63.06136,62.30983,63.11287,63.33025,62.62034,62.00745,62.63869,62.86847,62.56581,61.82516,62.6841,63.08192,63.83807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,2,24,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,3,2,2,2,2,3,3,2,1,3,3,3,3,2,2,4,3,4,4,5,2,5,5,1,1,1,2,2,-1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,204,0,0,20,160,10,0,1,13,3,95,85,5,5,0,4,0,4,0,3,3,97,80,60,3242008,24,3,2008,60,7,220,61,30,164,48,1,8,334,239,0,0,0,32,9,0,3,6,2,29,180,0,0,0,2,2,3,3,4,15.46409,15.93453,16.01894,15.68811,16.04288,15.93322,15.82843,15.90453,15.89027,15.96739,15.7111,15.55079,0,15.72386,15.45957,15.83564,15.7882,15.77996,15.63992,15.73295,15.69013,15.61335,15.51271,15.812,15.70051,15.77672,15.69307,15.77057,15.69228,15.82514,15.69059,15.85761,15.57639,15.74557,15.61729,15.68966,15.93812,15.99981,15.83204,15.66923,15.72236,15.82228,15.85159,15.91047,16.01841,16.00246,15.47389,15.81367,15.86591,15.85904,15.61248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,-1,1,1,1,2,2,-1,2,1,1,1,1,1,2,1,1,1,1,2,4,3,3,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,3,2,2,3,3,3,2,3,2,3,3,2,2,4,2,2,2,4,2,5,5,1,1,1,1,1,2,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,1,1,2,-1,91,0,0,0,91,1,0,0,20,0,85,85,9,1,1,0,0,1,1,3,1,94,1,2,4212008,21,4,2008,40,4,94,4,0,91,3,4,0,221,94,0,0,0,1,0,0,1,0,0,2,91,0,1,2,0,3,2,2,1,20.22855,20.72931,20.39155,20.37269,20.26845,20.64922,20.83324,20.5595,20.83137,20.45647,20.71612,20.80753,20.55595,20.37235,20.55306,20.6834,20.58847,20.78578,20.56328,20.62733,20.66676,20.7359,20.71659,20.37136,20.64663,20.50817,20.63743,20.56744,20.5545,20.55559,20.62401,20.76646,20.55176,20.63057,20.62046,20.83838,20.59555,20.8258,20.37347,20.97757,20.58354,20.56544,20.66314,20.52585,20.75588,20.83643,20.84123,20.99757,20.63413,20.71783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,2,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,-1,1,2,1,1,1,1,1,1,1,1,1,1,3,4,4,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,3,2,2,2,3,3,3,3,3,3,2,2,5,4,4,2,2,4,5,5,1,2,2,-1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,130,0,0,0,130,0,26,40,11,15,70,70,7,26 or more,2,15,0,9,0,2,2,94,90,40,3192008,19,3,2008,135,6,186,49,49,160,0,2,0,341,160,0,0,26,33,33,0,1,12,1,42,130,0,2,9,0,4,3,4,1,9.098795,9.366619,9.196525,9.332659,9.288548,9.292748,9.307448,9.311207,9.363542,9.288691,9.284163,9.332199,9.299424,9.287636,9.330816,9.319927,9.220969,9.283726,9.297361,0,9.241516,9.368225,9.214739,9.18898,9.22107,9.248509,9.245387,9.291862,9.337391,9.274752,9.332871,9.248027,9.287498,9.241836,9.205149,9.281322,9.293133,9.239961,9.254917,9.315234,9.238841,9.242147,9.258463,9.268575,9.165812,9.210179,9.366594,9.306567,9.324688,9.438241,9.340895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,1,5,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,2,3,3,2,3,3,2,3,3,2,2,3,2,4,4,5,4,5,5,2,-1,2,-1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,2,2,-1,2,-1,1,1,2,-1,1,1,41,0,0,0,41,0,6,1,15,10,50,75,5,15,0,14,0,2,1,4,3,96,334,226,4022008,2,4,2008,90,7,50,18,7,49,0,1,0,142,50,0,0,1,16,5,0,0,0,0,9,41,0,2,1,6,2,1,4,2,71.99303,75.65321,75.63008,75.4308,75.21352,72.01205,74.9375,71.51126,0,71.46469,76.36537,76.27745,71.33637,77.28143,77.1562,76.58201,72.14858,75.68996,71.85044,73.478,72.08091,73.25555,72.20592,71.88827,73.18983,72.44109,73.24702,72.68702,72.96966,72.67767,71.87869,72.83794,72.40255,73.91181,72.03153,72.18241,72.50254,72.32866,71.97445,72.79134,71.94293,71.84329,72.08453,75.64072,75.35351,75.18784,72.2155,72.40396,75.40595,72.55928,72.26649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,2,23,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,-1,1,2,1,2,2,-1,2,1,1,1,1,1,2,1,1,2,1,2,1,4,3,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,3,2,3,3,2,3,3,2,2,2,2,2,4,3,4,4,5,4,4,5,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,0,2,0,40,0,4,11,5,10,15,85,4,3,1,0,5,1,2,4,3,95,68,60,,,,2008,,4,58,49,40,53,1,0,0,334,68,1,1,4,10,8,0,0,2,13,1,42,0,3,0,3,3,3,3,4,15.01887,15.53354,15.51211,15.12736,15.3343,15.395,15.45542,15.41623,15.39297,15.47654,15.37826,15.11074,15.3178,15.23129,15.39969,15.46691,15.37113,15.36854,15.28696,15.35447,15.25443,15.27654,15.16686,15.30949,15.28366,14.90762,15.22209,15.25613,15.3684,15.28097,15.3171,15.37343,15.199,15.22897,15.17255,15.21343,15.52519,15.35434,15.18769,15.33911,15.36448,15.12057,15.34773,15.46198,15.54747,15.30589,15.31995,0,15.3895,15.30309,15.46209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,18
1512,1,13,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,2,-1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,3,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,1,3,3,2,2,3,1,3,3,1,3,3,2,2,2,4,3,2,4,3,5,5,1,1,1,2,2,-1,1,2,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,553,0,0,4,549,1,0,10,19,18,40,35,7,12,1,17,0,4,1,2,3,93,95,67,3212008,21,3,2008,75,5,625,89,48,613,11,2,1,231,625,0,0,0,81,40,1,0,2,0,69,553,0,1,1,0,3,2,3,1,15.91984,16.4369,16.10028,15.96298,15.93544,16.27596,16.2618,16.09591,16.34567,16.14815,16.3775,16.22681,16.05768,16.29872,16.33954,16.15539,16.15496,16.41943,16.28953,16.10394,16.29896,16.21865,16.23054,16.22237,16.3965,0,16.3591,16.21928,16.31775,16.2781,16.1749,16.36806,16.2861,16.20151,16.30871,16.32555,16.34455,16.23987,16.20908,16.45143,16.24254,16.23064,16.13137,16.16387,16.32765,16.27281,16.129,16.27719,16.17563,16.33073,16.30505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,4,7,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,4,4,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,3,2,2,3,3,1,1,3,1,3,2,2,2,4,4,4,4,5,3,4,5,1,2,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,2,-1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,319,0,0,97,222,0,90,24,9,32,70,90,7,8,4,3,0,9,0,4,3,94,81,216,5192008,19,5,2008,180,7,462,101,101,222,172,0,0,342,422,0,0,68,64,64,0,35,33,1,74,319,10,3,5,0,3,3,4,2,9.797339,9.913236,10.03325,9.938167,9.839992,9.924921,10.00344,9.918057,10.10029,9.956741,10.0733,10.08936,9.931762,10.10299,10.01804,9.961209,10.0269,10.01643,10.01054,9.90106,10.01885,9.939208,10.11654,10.04365,10.1122,10.18049,10.13921,10.05786,10.04797,10.06389,10.03131,9.983498,9.843515,9.922816,9.966759,10.00583,10.04165,9.99956,9.865582,9.936089,10.01967,0,10.02138,9.978962,10.04868,9.990452,9.938726,10.0405,9.932924,9.966984,9.957613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,1,3,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4,4,3,3,1,1,2,1,1,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,3,2,3,3,2,2,2,2,1,2,2,2,2,2,2,4,2,4,5,5,4,5,5,2,-1,2,-1,2,-1,2,-1,1,1,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,7,0,0,0,7,0,0,2,2,1,35,75,2,2,0,2,2,1,0,3,3,97,15,12,3262008,26,3,2008,40,8,18,11,3,15,3,1,0,131,18,0,0,0,5,1,0,0,0,3,8,7,0,2,0,1,2,1,3,1,58.69207,57.8518,61.32581,60.14334,61.17267,58.08047,59.59714,59.83311,59.86288,59.39118,59.99559,59.63682,60.77419,0,60.54819,60.13932,60.3443,60.51823,60.49385,60.43837,60.59779,59.81947,59.82285,60.32478,60.07557,60.16705,59.7474,60.02843,60.43782,60.08141,60.07128,59.86891,59.60567,60.19069,58.20922,58.13977,60.17458,59.89754,60.53453,57.62962,60.68938,57.98765,60.08085,60.328,60.10615,60.01614,59.90571,59.01165,60.0282,59.99013,60.17882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,1,6,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,2,3,2,3,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,2,2,3,3,3,2,3,3,3,3,2,2,4,2,3,4,4,2,5,5,2,-1,2,-1,1,1,2,-1,1,2,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,10,0,0,0,10,0,2,4,11,5,60,60,5,4,0,3,0,1,1,3,3,96,4,6,5272008,27,5,2008,26,6,28,39,13,24,2,2,0,234,28,0,0,2,9,6,0,2,2,0,14,10,0,0,1,0,1,2,3,4,14.23944,14.53092,14.47928,14.4249,14.5517,14.51386,14.31254,14.39615,14.42251,14.54533,14.48771,14.46931,14.4706,14.55655,14.70885,14.41912,14.27499,14.56479,14.50147,14.31045,14.72684,14.56615,14.52605,14.49977,14.73357,14.66534,14.52411,14.63163,14.64979,14.45453,14.57378,14.59674,14.60966,14.51503,14.45103,14.27541,0,14.34553,14.78345,14.61125,14.53446,14.53249,14.49934,14.65968,14.64512,14.6403,14.55627,14.5039,14.63928,14.48909,14.49567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,1,10,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,2,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,1,2,2,3,2,1,3,3,1,2,3,2,3,2,2,2,4,2,5,4,5,4,5,5,1,2,1,2,1,2,1,2,1,2,1,2,2,-1,2,-1,1,1,1,2,1,1,1,1,2,-1,1,1,2,-1,1,1,2,-1,0,0,0,0,0,0,0,0,25,15,25,85,3,7,0,5,0,1,0,2,2,93,100,100,6062008,6,6,2008,60,5,45,5,3,45,0,1,0,131,51,0,0,0,1,1,0,0,0,0,45,0,0,0,-1,-1,4,1,3,1,64.22644,65.64796,65.65013,64.84522,65.85299,65.64118,66.10418,64.54063,65.99168,65.51411,66.0341,65.05227,66.08126,66.1614,66.14001,64.7559,65.39258,65.79361,65.58625,64.96357,65.57437,65.3186,65.9188,65.96251,65.96343,65.71689,65.58716,66.07696,66.32572,66.09497,66.24818,65.216,65.5711,64.68496,65.41209,65.69057,65.32748,64.97895,65.54493,64.50263,0,65.46584,65.38324,65.34001,66.13797,65.5106,65.24924,64.63734,65.31332,64.67085,65.73396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
